,location,total_sqft,bath,price,bhk
7485,Whitefield,905.0,1.0,60.0,1
7490,Whitefield,1216.0,2.0,67.0,2
7491,Whitefield,1452.0,3.0,90.0,3
7492,Whitefield,2850.0,5.0,240.0,4
7495,Whitefield,2830.0,5.0,190.0,4
7496,Whitefield,1295.0,2.0,78.5,2
7497,Whitefield,840.0,1.0,57.6,1
7498,Whitefield,640.0,1.0,19.83,1
7499,Whitefield,1991.0,3.0,104.0,3
7503,Whitefield,1655.0,3.0,97.0,3
7504,Whitefield,1850.0,3.0,150.0,3
7505,Whitefield,1200.0,3.0,67.77,3
7506,Whitefield,1290.0,2.0,90.0,2
7509,Whitefield,1216.0,2.0,75.0,2
7510,Whitefield,1356.0,2.0,94.84,2
7511,Whitefield,1338.0,2.0,103.0,2
7514,Whitefield,3450.0,4.0,208.0,3
7518,Whitefield,1267.0,2.0,90.33,2
7519,Whitefield,2400.0,4.0,143.0,4
7520,Whitefield,1836.0,3.0,125.0,3
7522,Whitefield,3596.0,3.0,200.0,3
7523,Whitefield,1275.0,2.0,65.0,3
7525,Whitefield,1141.0,2.0,62.0,2
7526,Whitefield,1216.0,2.0,82.0,2
7527,Whitefield,1495.0,3.0,88.0,2
7528,Whitefield,1564.0,3.0,103.0,3
7529,Whitefield,1585.0,3.0,84.0,3
7532,Whitefield,1558.0,3.0,90.0,3
7533,Whitefield,1216.0,2.0,75.0,2
7534,Whitefield,1227.0,2.0,70.0,2
7535,Whitefield,1704.0,3.0,120.0,3
7537,Whitefield,1256.0,2.0,73.0,2
7538,Whitefield,1195.0,2.0,62.38,2
7540,Whitefield,1300.0,2.0,78.0,2
7541,Whitefield,1570.0,3.0,88.0,3
7542,Whitefield,1216.0,2.0,84.03,2
7543,Whitefield,1240.0,2.0,70.0,2
7544,Whitefield,1216.0,2.0,72.5,2
7546,Whitefield,2025.0,4.0,115.0,3
7547,Whitefield,1346.0,2.0,100.0,3
7551,Whitefield,2990.0,3.0,198.0,4
7554,Whitefield,1720.0,3.0,98.97,3
7555,Whitefield,1600.0,3.0,95.0,3
7556,Whitefield,1655.0,3.0,108.0,3
7557,Whitefield,1740.0,3.0,95.0,3
7559,Whitefield,1350.0,2.0,88.0,2
7561,Whitefield,1216.0,2.0,80.0,2
7562,Whitefield,2900.0,4.0,225.0,4
7563,Whitefield,1340.0,2.0,101.0,2
7564,Whitefield,1190.0,2.0,64.0,2
7565,Whitefield,1500.0,3.0,78.57,3
7566,Whitefield,1626.0,3.0,85.0,3
7568,Whitefield,1100.0,2.0,65.0,2
7570,Whitefield,1270.0,2.0,65.0,3
7571,Whitefield,3117.0,3.0,261.0,3
7572,Whitefield,1216.0,2.0,73.0,2
7574,Whitefield,3150.0,3.0,290.0,3
7576,Whitefield,2956.0,5.0,234.0,4
7580,Whitefield,2247.0,3.0,145.0,3
7581,Whitefield,3940.0,5.0,265.0,4
7583,Whitefield,1160.0,2.0,67.0,2
7584,Whitefield,1216.0,2.0,66.88,2
7585,Whitefield,1180.0,2.0,77.0,2
7586,Whitefield,2140.0,3.0,139.0,3
7587,Whitefield,1314.0,2.0,84.0,2
7590,Whitefield,1012.0,2.0,58.0,2
7594,Whitefield,1431.0,3.0,85.0,3
7595,Whitefield,524.0,1.0,29.0,1
7597,Whitefield,2135.0,3.0,149.0,4
7599,Whitefield,3075.0,2.0,188.0,4
7600,Whitefield,1760.0,3.0,160.0,3
7601,Whitefield,1655.0,3.0,110.0,3
7602,Whitefield,840.0,1.0,57.0,1
7603,Whitefield,1725.0,3.0,106.0,3
7605,Whitefield,1059.0,2.0,57.0,2
7606,Whitefield,516.0,1.0,39.0,1
7608,Whitefield,6000.0,4.0,410.0,4
7609,Whitefield,1639.0,3.0,107.0,3
7610,Whitefield,1820.0,3.0,113.0,3
7612,Whitefield,3565.0,4.0,218.0,4
7613,Whitefield,3410.0,5.0,253.0,4
7616,Whitefield,4500.0,4.0,330.0,4
7617,Whitefield,1250.0,2.0,85.0,2
7619,Whitefield,1277.0,2.0,77.0,2
7620,Whitefield,1820.0,3.0,140.0,3
7621,Whitefield,3453.0,4.0,247.0,4
7627,Whitefield,2280.0,4.0,125.0,3
7628,Whitefield,2882.0,5.0,200.0,4
7630,Whitefield,1639.5,3.0,92.63,3
7631,Whitefield,1390.0,2.0,72.0,2
7633,Whitefield,1190.0,2.0,70.0,2
7635,Whitefield,1270.0,2.0,94.0,2
7636,Whitefield,1220.0,2.0,89.0,2
7639,Whitefield,3758.0,3.0,300.0,3
7644,Whitefield,1216.0,2.0,72.0,2
7646,Whitefield,5400.0,5.0,475.0,4
7647,Whitefield,1396.0,3.0,74.0,3
7652,Whitefield,1346.0,2.0,76.01,2
7653,Whitefield,1276.0,2.0,69.5,2
7656,Whitefield,1615.0,3.0,96.9,3
7662,Whitefield,1200.0,2.0,70.0,2
7663,Whitefield,1015.0,2.0,56.0,2
7665,Whitefield,1216.0,2.0,75.0,2
7667,Whitefield,2321.0,4.0,157.0,3
7668,Whitefield,1224.0,2.0,75.0,2
7669,Whitefield,1655.0,3.0,113.0,3
7671,Whitefield,4144.0,5.0,331.0,5
7674,Whitefield,1200.0,3.0,67.75,3
7676,Whitefield,1270.0,2.0,110.0,2
7677,Whitefield,1660.0,3.0,110.0,3
7678,Whitefield,1270.0,2.0,105.0,2
7679,Whitefield,1315.0,2.0,69.5,2
7680,Whitefield,1173.0,2.0,78.2,2
7681,Whitefield,1362.0,2.0,85.0,2
7683,Whitefield,1457.0,2.0,105.0,3
7684,Whitefield,1720.0,3.0,128.0,3
7686,Whitefield,1495.0,2.0,78.0,2
7688,Whitefield,1564.0,3.0,103.0,3
7692,Whitefield,1639.0,3.0,107.0,3
7693,Whitefield,1760.0,3.0,139.0,3
7694,Whitefield,613.0,1.0,48.0,1
7695,Whitefield,1730.0,3.0,125.0,3
7697,Whitefield,877.0,1.0,59.0,1
7701,Yelachenahalli,1464.0,2.0,105.0,3
7702,Yelachenahalli,2400.0,1.0,150.0,2
7703,Yelachenahalli,1700.0,3.0,130.0,3
7705,Yelachenahalli,1400.0,2.0,78.0,2
7706,Yelachenahalli,1330.0,3.0,73.5,3
7708,Yelachenahalli,1100.0,2.0,60.0,2
7709,Yelachenahalli,1365.0,2.0,72.0,3
7713,Yelahanka,1326.0,2.0,78.0,2
7720,Yelahanka,1705.0,3.0,95.0,3
7721,Yelahanka,1234.0,2.0,80.0,2
7722,Yelahanka,1315.0,2.0,85.0,2
7723,Yelahanka,1170.0,2.0,62.5,2
7725,Yelahanka,697.0,1.0,45.0,1
7728,Yelahanka,2195.0,4.0,127.0,3
7730,Yelahanka,1614.0,3.0,95.0,3
7732,Yelahanka,628.0,1.0,24.0,1
7735,Yelahanka,654.0,1.0,38.4,1
7743,Yelahanka,1825.0,3.0,105.0,3
7744,Yelahanka,1603.0,3.0,96.0,3
7745,Yelahanka,1304.0,2.0,79.0,2
7749,Yelahanka,915.0,2.0,48.0,2
7755,Yelahanka,1327.0,2.0,85.0,2
7758,Yelahanka,1566.0,3.0,97.0,3
7760,Yelahanka,1270.0,2.0,78.0,2
7761,Yelahanka,1400.0,2.0,80.54,3
7763,Yelahanka,1322.0,2.0,86.0,2
7764,Yelahanka,1100.0,2.0,70.0,2
7765,Yelahanka,1200.0,2.0,70.0,2
7770,Yelahanka,654.0,1.0,37.0,1
7771,Yelahanka,1465.0,3.0,80.01,3
7780,Yelahanka,2145.0,3.0,125.0,3
7782,Yelahanka,1322.0,2.0,75.0,2
7785,Yelahanka,602.0,1.0,26.0,1
7786,Yelahanka,1100.0,2.0,60.0,2
7787,Yelahanka,1614.0,2.0,100.0,3
7788,Yelahanka,1890.0,3.0,108.0,3
7789,Yelahanka,1556.0,3.0,86.0,3
7790,Yelahanka,1610.0,4.0,85.0,3
7796,Yelahanka,1859.0,3.0,108.0,3
7798,Yelahanka,1322.0,2.0,80.0,2
7801,Yelahanka,2600.0,4.0,175.0,4
7802,Yelahanka,1305.0,2.0,78.0,2
7805,Yelahanka,1315.0,2.0,75.0,2
7808,Yelahanka,1614.0,3.0,95.0,3
7809,Yelahanka,1650.0,3.0,105.0,3
7814,Yelahanka,3990.0,4.0,260.0,4
7815,Yelahanka,1620.0,3.0,90.0,3
7816,Yelahanka,654.0,1.0,36.25,1
7817,Yelahanka,1614.0,3.0,93.0,3
7818,Yelahanka,694.0,1.0,30.84,1
7819,Yelahanka,1115.0,2.0,60.0,2
7820,Yelahanka,2317.0,4.0,140.0,3
7821,Yelahanka,1653.0,3.0,93.0,3
7822,Yelahanka,654.0,1.0,38.0,1
7824,Yelahanka,1445.0,2.0,82.0,2
7826,Yelahanka,602.0,1.0,38.0,1
7827,Yelahanka,697.0,1.0,35.0,1
7829,Yelahanka,682.0,1.0,36.23,1
7831,Yelahanka,1560.0,2.0,98.0,3
7832,Yelahanka,1780.0,3.0,107.0,3
7833,Yelahanka,1342.0,2.0,75.0,3
7834,Yelahanka,1823.0,3.0,103.0,3
7835,Yelahanka,1792.0,3.0,104.0,3
7836,Yelahanka,1304.0,2.0,69.97,2
7839,Yelahanka,1300.0,2.0,69.23,2
7840,Yelahanka,1705.0,3.0,91.0,3
7842,Yelahanka,1835.0,3.0,108.0,3
7845,Yelahanka,1890.0,3.0,109.0,3
7846,Yelahanka,700.0,1.0,38.0,1
7847,Yelahanka,1491.0,3.0,85.0,3
7851,Yelahanka,3019.0,6.0,190.0,4
7853,Yelahanka,1600.0,3.0,100.0,3
7858,Yelahanka,1350.0,2.0,85.0,3
7859,Yelahanka,1633.0,3.0,110.0,3
7860,Yelahanka,827.5,1.0,42.535,1
7862,Yelahanka,1355.0,2.0,75.0,3
7865,Yelahanka,1104.0,2.0,58.0,2
7867,Yelahanka,1175.0,2.0,67.77,2
7868,Yelahanka,1322.0,2.0,77.9,2
7869,Yelahanka,602.0,1.0,33.0,1
7870,Yelahanka,1315.0,2.0,77.0,2
7873,Yelahanka,567.0,1.0,25.0,1
7875,Yelahanka,602.0,2.0,30.0,1
7877,Yelahanka,1234.0,2.0,80.0,2
7880,Yelahanka,1267.0,3.0,78.0,2
7881,Yelahanka,1360.0,2.0,78.19,2
7883,Yelahanka New Town,650.0,1.0,33.0,1
7884,Yelahanka New Town,500.0,1.0,20.0,1
7885,Yelahanka New Town,440.0,1.0,16.5,1
7886,Yelahanka New Town,1610.0,3.0,92.0,3
7887,Yelahanka New Town,1700.0,3.0,90.0,3
7888,Yelahanka New Town,650.0,1.0,20.0,1
7889,Yelahanka New Town,350.0,1.0,13.5,1
7890,Yelahanka New Town,1541.0,3.0,80.0,3
7892,Yelahanka New Town,500.0,2.0,24.0,1
7893,Yelahanka New Town,650.0,1.0,17.0,1
7894,Yelahanka New Town,450.0,1.0,16.0,1
7896,Yelahanka New Town,960.0,2.0,50.0,2
7898,Yelahanka New Town,1209.0,2.0,65.0,3
7899,Yelahanka New Town,1400.0,2.0,80.0,3
7900,Yelahanka New Town,450.0,1.0,15.0,1
7901,Yelahanka New Town,500.0,1.0,18.0,1
7902,Yelahanka New Town,1420.0,2.0,75.0,3
7903,Yelahanka New Town,2437.0,3.0,125.0,3
7904,Yelahanka New Town,2200.0,2.0,180.0,2
7905,Yelahanka New Town,488.0,1.0,20.0,1
7906,Yelahanka New Town,1100.0,2.0,58.0,2
7910,Yelahanka New Town,650.0,1.0,18.0,1
7912,Yelahanka New Town,1740.0,3.0,150.0,3
7913,Yelahanka New Town,1290.0,2.0,70.0,2
7925,Yeshwanthpur,2502.0,3.0,138.0,3
7926,Yeshwanthpur,1693.0,3.0,108.0,3
7927,Yeshwanthpur,667.0,1.0,36.85,1
7928,Yeshwanthpur,1950.0,4.0,130.0,4
7930,Yeshwanthpur,665.0,1.0,36.85,1
7931,Yeshwanthpur,1161.0,2.0,64.08,2
7932,Yeshwanthpur,2557.0,3.0,141.0,3
7933,Yeshwanthpur,1850.0,3.0,100.0,3
7934,Yeshwanthpur,671.0,1.0,36.85,1
7935,Yeshwanthpur,1277.5,2.0,95.815,2
7936,Yeshwanthpur,668.0,1.0,36.85,1
7937,Yeshwanthpur,1185.0,2.0,75.84,2
7938,Yeshwanthpur,1195.0,2.0,100.0,2
7939,Yeshwanthpur,1313.0,3.0,96.0,3
7940,Yeshwanthpur,1400.0,2.0,100.0,2
7941,Yeshwanthpur,2559.0,3.0,141.0,3
7943,Yeshwanthpur,673.0,1.0,36.85,1
7944,Yeshwanthpur,717.0,2.0,49.475,2
7945,Yeshwanthpur,3600.0,5.0,220.0,4
7946,Yeshwanthpur,1168.0,2.0,64.08,2
7947,Yeshwanthpur,605.0,1.0,41.745,1
7948,Yeshwanthpur,1382.0,2.0,76.18,3
7949,Yeshwanthpur,669.0,1.0,36.85,1
7950,Yeshwanthpur,1385.0,2.0,76.18,3
7951,Yeshwanthpur,3027.0,4.0,260.0,3
7952,Yeshwanthpur,1200.0,2.0,63.0,2
7953,Yeshwanthpur,1679.0,3.0,92.13,3
7954,Yeshwanthpur,670.0,1.0,36.85,1
7955,Yeshwanthpur,1381.0,2.0,76.18,3
7956,Yeshwanthpur,1678.0,3.0,92.13,3
7957,Yeshwanthpur,1240.0,2.0,80.0,2
7958,Yeshwanthpur,1713.0,3.0,110.0,3
7959,Yeshwanthpur,1144.0,2.0,67.0,2
7960,Yeshwanthpur,1541.0,2.0,130.0,2
7961,Yeshwanthpur,2501.0,3.0,138.0,3
7962,Yeshwanthpur,1362.0,2.0,100.0,2
7963,Yeshwanthpur,666.0,1.0,36.8,1
7964,Yeshwanthpur,1855.0,3.0,140.0,3
7965,Yeshwanthpur,2504.0,3.0,138.0,3
7966,Yeshwanthpur,1165.0,2.0,85.0,2
7967,Yeshwanthpur,1163.0,2.0,64.08,2
7968,Yeshwanthpur,1165.0,2.0,64.08,2
7969,Yeshwanthpur,1825.0,3.0,145.0,3
7970,Yeshwanthpur,1384.0,2.0,76.18,3
7971,Yeshwanthpur,994.0,2.0,54.67,1
7972,Yeshwanthpur,650.0,1.0,40.0,1
7973,Yeshwanthpur,1855.0,3.0,140.0,3
7974,Yeshwanthpur,1500.0,3.0,100.0,3
7975,Yeshwanthpur,1167.0,2.0,64.08,2
7976,Yeshwanthpur,1164.0,2.0,64.08,2
7977,Yeshwanthpur,1520.0,3.0,85.0,3
7978,Yeshwanthpur,1677.0,3.0,92.13,3
7979,Yeshwanthpur,674.0,1.0,36.85,1
7980,Yeshwanthpur,1383.0,2.0,76.18,3
7981,Yeshwanthpur,672.0,1.0,36.85,1
7982,Yeshwanthpur,1162.0,2.0,64.08,2
7983,Yeshwanthpur,1166.0,2.0,64.08,2
7984,Yeshwanthpur,1195.0,2.0,100.0,2
7985,Yeshwanthpur,1692.0,3.0,108.0,3
7986,Yeshwanthpur,1169.0,2.0,64.08,2
7988,Yeshwanthpur,2500.0,3.0,138.0,3
7989,Yeshwanthpur,1160.0,2.0,64.08,2
7990,Yeshwanthpur,1676.0,3.0,92.13,3
7991,Yeshwanthpur,2503.0,3.0,138.0,3
7992,Yeshwanthpur,1855.0,3.0,135.0,3
7993,Yeshwanthpur,1876.0,3.0,160.0,3
7994,Yeshwanthpur,1675.0,3.0,92.13,3
7995,other,2770.0,4.0,290.0,3
7998,other,600.0,1.0,38.0,1
8001,other,1500.0,2.0,185.0,2
8002,other,840.0,2.0,45.0,2
8003,other,4395.0,3.0,240.0,3
8004,other,845.0,2.0,55.0,2
8005,other,2511.0,3.0,205.0,3
8006,other,1660.0,2.0,105.0,3
8008,other,1200.0,2.0,65.0,2
8009,other,1200.0,3.0,90.0,3
8013,other,782.0,2.0,55.68,2
8014,other,1800.0,3.0,120.0,3
8015,other,1413.0,2.0,75.0,3
8016,other,945.0,2.0,54.0,2
8017,other,1870.0,3.0,110.0,3
8018,other,1260.0,2.0,85.05,3
8020,other,2795.0,4.0,235.0,3
8022,other,1904.0,3.0,150.0,3
8023,other,2000.0,3.0,175.0,3
8024,other,1425.0,2.0,75.0,3
8026,other,1500.0,3.0,100.0,3
8028,other,1783.0,3.0,115.0,3
8029,other,912.0,2.0,70.0,3
8032,other,1580.0,3.0,100.0,3
8033,other,1415.0,3.0,78.0,3
8035,other,2405.0,4.0,260.0,3
8036,other,1500.0,2.0,115.0,2
8037,other,1148.0,2.0,60.0,2
8041,other,1060.0,2.0,60.0,2
8042,other,2600.0,8.0,180.0,8
8043,other,1644.0,3.0,84.0,3
8044,other,1285.0,2.0,72.5,2
8045,other,4050.0,3.0,280.0,3
8046,other,1060.0,2.0,55.0,2
8048,other,1280.0,2.0,69.0,2
8049,other,3045.0,3.0,170.0,3
8052,other,900.0,2.0,110.0,2
8053,other,4111.0,4.0,250.0,4
8056,other,2000.0,4.0,120.0,4
8057,other,1560.0,3.0,115.0,3
8060,other,1200.0,4.0,165.0,4
8062,other,1645.0,3.0,95.0,3
8063,other,1200.0,2.0,79.0,2
8065,other,1350.0,2.0,140.0,3
8066,other,1800.0,3.0,150.0,3
8068,other,1762.0,3.0,125.0,3
8069,other,950.0,2.0,50.0,2
8070,other,1200.0,3.0,90.0,3
8071,other,2023.71,3.0,275.0,3
8077,other,2150.0,4.0,240.0,3
8080,other,3309.0,4.0,325.0,4
8081,other,5000.0,9.0,360.0,11
8083,other,1150.0,2.0,126.0,2
8086,other,1200.0,2.0,74.0,2
8089,other,1753.0,3.0,120.0,3
8090,other,1000.0,2.0,53.0,2
8091,other,720.0,2.0,45.0,2
8094,other,1200.0,3.0,165.0,4
8095,other,700.0,1.0,41.0,1
8097,other,1595.0,3.0,115.0,3
8098,other,1353.0,2.0,110.0,2
8099,other,1200.0,2.0,85.0,1
8102,other,1325.0,2.0,90.0,3
8105,other,1056.0,2.0,80.0,2
8107,other,1600.0,3.0,86.0,3
8109,other,1544.0,3.0,120.0,3
8110,other,1200.0,2.0,65.0,2
8111,other,540.0,1.0,36.0,1
8112,other,1578.0,3.0,180.0,3
8114,other,1600.0,2.0,115.0,2
8115,other,416.0,1.0,18.5,1
8117,other,1630.0,3.0,85.0,3
8118,other,834.0,1.0,60.0,1
8119,other,1125.0,4.0,70.0,3
8120,other,3000.0,5.0,260.0,4
8121,other,2160.0,5.0,250.0,6
8123,other,469.0,1.0,25.0,1
8128,other,1630.0,2.0,200.0,2
8129,other,2072.0,3.0,108.0,3
8130,other,1200.0,2.0,70.0,3
8131,other,1350.0,3.0,77.0,3
8132,other,4046.0,4.0,445.0,4
8133,other,1180.0,2.0,78.34,3
8134,other,1355.0,2.0,115.0,2
8135,other,600.0,1.0,50.0,1
8136,other,1875.0,3.0,165.0,3
8137,other,600.0,2.0,55.0,2
8138,other,2300.0,3.0,120.0,3
8140,other,1750.0,3.0,120.0,3
8143,other,1092.0,2.0,98.5,3
8146,other,1855.0,3.0,225.0,3
8149,other,1200.0,2.0,62.5,2
8150,other,425.0,1.0,20.03,1
8152,other,600.0,1.0,60.0,1
8153,other,1468.0,2.0,140.0,2
8154,other,4300.0,5.0,550.0,4
8156,other,775.0,2.0,55.0,2
8157,other,1105.0,2.0,58.0,2
8159,other,1352.0,3.0,135.0,3
8161,other,1200.0,3.0,95.0,4
8162,other,1976.0,3.0,184.0,3
8163,other,5500.0,4.0,600.0,4
8164,other,1200.0,3.0,95.0,3
8167,other,1180.0,2.0,69.0,2
8168,other,686.0,1.0,17.0,1
8170,other,1500.0,4.0,180.0,4
8172,other,1282.0,2.0,87.0,2
8174,other,1500.0,2.0,95.0,3
8175,other,1300.0,1.0,115.0,2
8176,other,530.0,1.0,20.0,1
8177,other,1350.0,2.0,80.0,2
8179,other,2400.0,6.0,125.0,8
8181,other,1141.0,2.0,62.0,2
8184,other,950.0,1.0,40.0,1
8188,other,1600.0,4.0,125.0,5
8191,other,1480.0,3.0,90.0,3
8192,other,1600.0,3.0,90.0,3
8193,other,1200.0,4.0,135.0,4
8195,other,1500.0,3.0,115.0,3
8196,other,1824.0,3.0,125.0,3
8197,other,750.0,1.0,56.25,1
8204,other,6000.0,5.0,400.0,4
8205,other,2400.0,3.0,170.0,3
8207,other,1500.0,2.0,98.0,3
8208,other,3095.0,3.0,350.0,3
8210,other,1200.0,1.0,28.0,1
8211,other,1500.0,3.0,100.0,3
8213,other,1560.0,5.0,145.0,5
8215,other,1560.0,3.0,188.0,3
8218,other,485.0,1.0,15.0,1
8224,other,1200.0,3.0,130.0,3
8225,other,1050.0,2.0,67.0,2
8226,other,1596.0,3.0,105.0,3
8228,other,925.0,2.0,48.0,2
8230,other,1200.0,3.0,85.0,3
8231,other,1132.0,2.0,67.0,2
8233,other,1515.0,3.0,88.0,3
8234,other,1655.0,3.0,86.06,3
8236,other,1380.0,2.0,80.0,2
8239,other,4346.0,5.0,500.0,4
8241,other,2200.0,3.0,187.0,3
8242,other,3329.0,3.0,330.0,3
8243,other,3600.0,4.0,300.0,4
8244,other,3500.0,3.0,450.0,4
8246,other,1093.0,2.0,65.0,2
8248,other,1535.0,3.0,95.0,3
8250,other,1100.0,2.0,62.7,2
8253,other,2197.0,4.0,280.0,3
8255,other,1100.0,2.0,60.0,2
8256,other,1600.0,3.0,172.0,4
8257,other,1450.0,2.0,85.0,3
8258,other,2000.0,3.0,166.0,4
8262,other,1756.0,3.0,100.0,3
8263,other,1532.0,3.0,92.0,3
8264,other,1650.0,3.0,110.0,3
8265,other,1200.0,2.0,66.0,2
8267,other,1525.0,2.0,122.0,3
8271,other,2400.0,3.0,200.0,4
8272,other,1000.0,2.0,130.0,2
8274,other,3040.0,1.0,180.0,2
8276,other,1390.0,3.0,120.0,3
8277,other,1200.0,4.0,72.0,4
8278,other,1135.0,2.0,68.0,2
8279,other,900.0,2.0,55.0,2
8283,other,2500.0,3.0,250.0,3
8287,other,1269.72,2.0,68.0,2
8288,other,1168.0,3.0,70.0,3
8290,other,2100.0,4.0,155.0,4
8292,other,1515.0,3.0,93.93,3
8297,other,2700.0,4.0,214.0,6
8298,other,2000.0,3.0,210.0,3
8299,other,2400.0,4.0,300.0,5
8300,other,1760.0,3.0,176.0,3
8301,other,595.0,1.0,42.0,1
8306,other,1170.0,2.0,86.0,2
8307,other,2200.0,4.0,235.0,4
8315,other,1650.0,3.0,175.0,3
8317,other,1670.0,3.0,91.86,3
8321,other,1250.0,2.0,80.0,3
8322,other,1650.0,4.0,160.0,3
8323,other,800.0,2.0,50.0,2
8324,other,1225.0,2.0,150.0,2
8326,other,3675.0,4.0,367.0,4
8327,other,1200.0,2.0,150.0,2
8328,other,1250.0,2.0,65.0,2
8330,other,1350.0,2.0,80.0,2
8332,other,1614.0,3.0,110.0,3
8333,other,1188.0,2.0,73.0,2
8334,other,1480.0,3.0,90.0,3
8335,other,680.0,2.0,42.0,2
8338,other,955.0,2.0,53.55,2
8340,other,2479.13,3.0,215.0,3
8341,other,1100.0,2.0,106.0,2
8344,other,1925.0,3.0,120.0,3
8345,other,650.0,1.0,26.0,1
8347,other,2000.0,3.0,207.0,3
8348,other,1050.0,2.0,110.0,2
8350,other,2204.0,2.0,305.0,3
8356,other,1685.0,2.0,110.0,3
8358,other,1550.0,3.0,110.0,3
8359,other,500.0,1.0,20.0,1
8361,other,3155.0,4.0,370.0,3
8362,other,1765.0,3.0,105.0,3
8363,other,1265.0,2.0,70.0,2
8364,other,1012.0,2.0,59.0,2
8365,other,2045.0,4.0,154.0,3
8367,other,2400.0,4.0,280.0,6
8368,other,581.91,2.0,25.0,1
8369,other,1158.0,2.0,85.0,3
8370,other,925.0,2.0,51.0,2
8371,other,1415.0,2.0,110.0,2
8374,other,4750.0,5.0,600.0,4
8375,other,1840.0,3.0,155.0,3
8376,other,1350.0,2.0,185.0,2
8377,other,824.0,2.0,60.0,2
8378,other,1340.0,2.0,100.0,3
8379,other,1620.0,2.0,110.0,3
8380,other,1533.0,3.0,115.0,3
8381,other,1560.0,3.0,85.0,3
8383,other,750.0,1.0,25.0,1
8384,other,1375.0,2.0,85.0,3
8391,other,1500.0,3.0,88.0,3
8393,other,1140.0,2.0,76.0,2
8394,other,1198.0,2.0,84.0,2
8395,other,4000.0,4.0,520.0,4
8397,other,1370.0,2.0,75.0,2
8401,other,1000.0,1.0,55.0,2
8402,other,1200.0,2.0,125.0,2
8406,other,1050.0,1.0,70.0,1
8407,other,1200.0,2.0,80.0,3
8415,other,400.0,1.0,14.0,1
8417,other,1575.0,4.0,150.0,5
8419,other,4800.0,5.0,629.0,4
8420,other,1200.0,2.0,70.0,2
8422,other,1100.0,2.0,60.0,2
8424,other,1300.0,2.0,79.0,2
8426,other,3500.0,4.0,350.0,4
8428,other,1000.0,2.0,110.0,3
8429,other,1942.0,3.0,102.0,3
8430,other,1000.0,2.0,53.0,2
8435,other,2400.0,3.0,260.0,3
8436,other,1533.0,3.0,85.0,3
8439,other,1452.55,2.0,110.0,2
8440,other,2357.0,3.0,151.0,3
8441,other,1170.0,2.0,105.0,2
8442,other,1411.0,3.0,91.72,3
8444,other,3095.0,3.0,375.0,3
8446,other,1100.0,3.0,78.0,3
8448,other,3600.0,4.0,365.0,4
8451,other,1945.0,3.0,120.0,3
8452,other,1465.0,2.0,74.72,3
8453,other,1650.0,3.0,165.0,3
8454,other,1550.0,2.0,150.0,3
8456,other,1150.0,2.0,75.0,3
8457,other,1200.0,3.0,74.0,3
8458,other,1229.0,3.0,86.03,3
8459,other,1030.0,2.0,61.0,2
8460,other,600.0,1.0,32.0,1
8461,other,1165.0,2.0,135.0,2
8463,other,1520.0,3.0,80.0,3
8464,other,3000.0,4.0,240.0,4
8466,other,1315.0,2.0,90.0,2
8467,other,1210.0,2.0,72.0,2
8468,other,11338.0,9.0,1000.0,6
8470,other,30000.0,4.0,2100.0,4
8472,other,1170.0,2.0,68.0,2
8473,other,1600.0,2.0,110.0,2
8475,other,1370.0,2.0,75.0,3
8477,other,1980.0,3.0,224.0,3
8479,other,1700.0,3.0,97.0,3
8480,other,1900.0,3.0,160.0,3
8482,other,1100.0,2.0,75.0,2
8483,other,1929.0,3.0,115.0,3
8484,other,3161.0,4.0,214.0,4
8486,other,3515.0,3.0,420.0,3
8488,other,1100.0,2.0,70.0,2
8490,other,4200.0,4.0,255.0,4
8492,other,700.0,1.0,41.0,1
8497,other,3000.0,3.0,250.0,3
8498,other,1100.0,2.0,61.0,2
8499,other,1260.0,1.0,41.0,1
8500,other,1500.0,1.0,37.5,1
8501,other,600.0,1.0,17.0,1
8503,other,1165.0,2.0,75.0,2
8504,other,1272.0,4.0,75.0,3
8506,other,1600.0,5.0,140.0,5
8508,other,1000.0,2.0,65.0,3
8510,other,2400.0,4.0,325.0,3
8512,other,1463.0,1.0,142.0,2
8514,other,2401.0,3.0,185.0,3
8515,other,1875.0,2.0,235.0,3
8517,other,890.0,1.0,75.0,1
8520,other,2400.0,3.0,290.0,3
8522,other,1690.0,3.0,100.0,3
8525,other,1350.0,2.0,90.0,2
8526,other,1460.0,3.0,88.0,3
8527,other,1685.0,3.0,95.0,3
8528,other,800.0,1.0,52.0,1
8529,other,4000.0,5.0,280.0,4
8531,other,792.0,2.0,70.0,2
8534,other,2400.0,5.0,235.0,5
8537,other,461.82,1.0,31.7,1
8538,other,1500.0,2.0,85.0,3
8541,other,1260.0,2.0,75.0,2
8545,other,2820.0,3.0,285.0,3
8546,other,1950.0,3.0,130.0,3
8548,other,1350.0,2.0,140.0,3
8549,other,4051.0,4.0,345.0,4
8550,other,2100.0,3.0,170.0,3
8551,other,1991.0,3.0,160.0,3
8553,other,1200.0,3.0,66.0,3
8555,other,3000.0,4.0,342.0,4
8556,other,2400.0,6.0,245.0,6
8558,other,1375.0,2.0,105.0,2
8559,other,1693.0,3.0,108.0,3
8566,other,1150.0,2.0,77.5,3
8570,other,1058.0,2.0,60.0,2
8571,other,900.0,1.0,30.0,1
8572,other,1672.0,3.0,150.0,3
8575,other,1250.0,3.0,139.0,3
